Biaya Karyawan (IDR),Pengeluaran Listrik (IDR),Pengeluaran Air (IDR),Biaya Kebersihan (IDR),Perawatan Elektronik (IDR),Total Pengeluaran Hotel (IDR),Pendapatan Hotel (IDR)
9256638.587,5765761.786,1630364.021,2840347.52,2339961.222,21833073.14,216063390.4
10446234.45,8148130.604,1942554.137,667154.8766,519612.3031,21723686.37,351409427.5
14688758.62,9611807.968,1107403.187,1960859.559,1848076.318,29216905.65,472248400.4
13561674.57,13748480.04,1832795.445,2470051.88,2484417.018,34097418.95,88605989.72
10341450.89,8137956.134,3075277.165,1724700.245,1165570.716,24444955.15,197364374
19797728.73,8017859.025,2488341.686,839510.5923,2008228.777,33151668.81,249829131.8
14086622.29,1703402.138,2060234.426,861395.6671,2172250.264,20883904.78,254833420.1
8558401.876,1488761.737,3859034.58,213833.8539,2137561.741,16257593.79,398664374.4
6526737.089,8716239.467,4520794.871,985788.257,1614624.085,22364183.77,249528049.6
7292887.088,7134500.585,3905551.503,2259350.669,1366444.97,21958734.82,62222585.65
8689365.926,12748525.53,1994003.16,237801.4959,2589810.183,26259506.29,369546842.6
7410220.599,3249514.186,3849989.755,735956.3193,2396114.892,17641795.75,448173362.8
7798505.361,1349603.27,1183910.821,2148074.246,1303137.934,13783231.63,281257120.6
9276427.53,7286542.751,1086430.946,2369689.532,757547.9861,20776638.75,311498834.8
7600603.929,4324699.795,2055321.667,1420423.389,679518.8636,16080567.64,123321397.5
18451481.37,1694601.227,4134660.661,2124415.582,735689.9447,27140848.78,149290675.1
6203506.185,11144376.02,1608567.113,1225061.289,1957173.403,22138684.01,155826607.6
12867670.84,2562301.999,784640.34,563748.4106,629155.4396,17407517.03,243833888.7
11155952.4,9516473,1092692.908,1254633.531,1342317.187,24362069.03,467665349.4
19735679.25,4934696.502,4364352.358,1781906.679,2382999.255,33199634.05,284803145
6680583.533,3428944.705,3352024.781,2849354.517,1235870.416,17546777.95,136443940.3
10967833.99,6316521.321,1639405.235,299377.7611,2408270.193,21631408.5,169739481.1
19542056.5,12220240.87,2998831.214,1571442.872,2363667.596,38696239.05,222806763.4
17982606.89,6489310.077,2874108.301,1053867.357,1114567.832,29514460.45,330466539.1
17256081.06,11510775.09,3449461.903,1574103.913,2322055.45,36112477.42,248014918.9
8868542.406,2756808.155,1549343.995,169528.7974,2369441.596,15713664.95,226600179.9
7563313.811,11818799.88,4389813.442,1007773.529,1493634.814,26273335.47,304127870.2
15029648.3,4317066.549,1892158.529,2477617.628,1026051.209,24742542.21,158825747.7
18940639.84,10483503.82,3623592.443,1706431.028,1803177.017,36557344.14,85506472.66
13351443.4,8920941.768,572560.9087,1406689.229,2803493.97,27055129.27,60986441.67
13574190.34,14008026.04,2176957.085,928022.708,2099041.831,32786238.01,163066623.6
9199686.405,6422515.252,2082694.181,964323.3161,932306.2441,19601525.4,91216415.37
16542394,1926312.644,2945679.929,1210994.157,2206892.312,24832273.04,201353287.3
7805656.228,1268176.798,827313.178,2523155.059,1568007.568,13992308.83,397820093.2
9855188.546,12576019.85,4055591.182,2904918.3,1978821.993,31370539.87,372332448.7
11381546.58,8346298.927,1480013.608,1372100.606,2335160.088,24915119.81,324917430.3
12614155.68,11853416.73,3546670.167,1240723.232,1787368.379,31042334.18,433625109.7
8636145.986,4281958.4,4114454.555,2554997.25,2534959.936,22122516.13,176930431
6722552.371,5831172.437,3028446.303,1338025.43,2305388.948,19225585.49,448274188.9
14159300.64,1421454.211,3833974.43,1700852.7,2037683.35,23153265.33,229657626.4
9329458.299,14460892.54,3478371.405,769730.8273,876982.0396,28915435.11,230401993.2
13718573.32,10350150.69,2099884.087,2256157.354,2589872.777,31014638.23,232408226.1
7315440.729,14064871.23,4139863.426,1642766.123,2839763.963,30002705.47,94142464.81
12217101.53,4716949.704,1826156.164,2446200.196,842412.8095,22048820.4,488970724.2
12988841.49,9560490.557,3070458.13,2364124.917,1720602.824,29704517.92,112328050
5777353.052,10498999.56,3854289.826,723513.828,1147221.855,22001378.12,203398576
10049064.17,5445695.804,2205301.594,2175343.097,2386308.269,22261712.94,193685144.1
7016220.154,12873529.29,1862454.234,2420157.783,2304074.09,26476435.55,83605744.77
5950624.557,14260260.48,2567057.046,1103710.998,852212.8014,24733865.88,118517058.6
19849403.49,13387971.65,4180835.725,600566.4274,2692568.178,40711345.46,70186251.28
9835307.675,11346937.66,4684647.934,107633.2512,952432.6599,26926959.18,181582022.1
17148116.69,4884505.516,2952875.358,1407620.594,2493147.564,28886265.72,439995615.8
8819609.821,4942624.589,3476597.924,1122054.921,1642450.899,20003338.16,202748992.6
15222540.83,14487044.49,4564731.3,1709238.518,1320680.734,37304235.87,105661324.4
16403417.9,1143982.943,943460.8314,645319.1685,895598.1567,20031779,340562240.8
13934581.11,11024699.63,1544353.6,2593030.088,919035.6404,30015700.06,498470410.4
12073642.83,10887446.28,3690050.028,847490.1253,2154726.387,29653355.64,154545705.3
11177613.71,9717653.573,4206850.079,756645.8548,1876075.97,27734839.19,175806952.4
10233024,14861523.85,4356630.627,1494070.764,805213.5541,31750462.79,487331174.4
18942937.16,5366312.101,2367982.296,1546667.969,781744.6511,29005644.18,130449329.4
17459291.12,5759606.093,902029.5603,723747.1635,680776.4369,25525450.37,280046330.4
19475403.66,2105151.641,2470016.648,888396.1075,2359418.368,27298386.43,157843459.9
6864458.352,7199173.912,1538305.656,592145.1936,2279705.213,18473788.33,469558354.1
15963012.13,4654679.367,1810384.047,2183534.517,646077.4771,25257687.54,491684456.6
19075106.85,5807413.83,3975204.006,2333258.191,1900675.189,33091658.07,416614030.8
7718495.992,12684005.06,839871.8871,1440752.643,711690.3881,23394815.97,191652717.1
5997444.011,14096783.19,4224115.479,2170852.366,2759364.427,29248559.47,231569363.9
16116809.74,3600263.008,2424510.886,2234212.637,2767793.548,27143589.82,159037557.6
13617096.7,6215125.042,3182287.69,500999.0303,2245582.475,25761090.93,450841085.2
17627431.65,14000827.87,903435.0406,2901916.272,2815472.304,38249083.14,461551225
7096585.649,1865318.45,2018115.853,2480992.647,2528632.576,15989645.17,238491798
16929009.68,2293047.394,903654.1356,693002.0375,2571346.44,23390059.68,345439881.5
8024409.801,3279073.849,4826946.753,639878.6037,1924269.626,18694578.63,124498930.9
7454839.143,9332979.678,4132677.422,464417.3222,1265147.996,22650061.56,245721155.2
7463986.969,3106611.794,2568347.395,501297.8314,1044497.788,14684741.78,334174598
17218620.8,14553069.34,1506211.467,2269669.217,1318000.055,36865570.88,223431403.3
14977958.31,7254003.382,4700547.974,1461997.345,2071238.575,30465745.59,210919786.6
12845981.37,8021251.445,2050684.681,2370509.101,931641.3396,26220067.94,50449546.52
10382457.26,4453220.621,1224429.943,2264139.194,1146600.592,19470847.61,411932058.7
18158008.11,7593443.534,3034239.748,1853376.869,1670152.157,32309220.42,450201925.4
10886676.61,10266790.86,4746983.542,2090463.159,1082625.246,29073539.42,486258588.3
17248991.59,11516479.92,517236.3073,153231.6007,1971609.174,31407548.59,373672123.3
11587023.63,11554153.16,1571561.795,1004155.176,2807940.071,28524833.83,296956540.6
10654166.44,9090475.578,4723014.382,1949684.32,2370223.414,28787564.14,171178033.9
11940196.79,13661036.85,1269886.851,127100.3651,2166066.535,29164287.39,499684764.2
9520668.112,12443709.86,1009595.532,195633.1367,1956803.69,25126410.33,315388784.5
16214140.7,11598673.61,3065842.471,2570475.149,1719869.773,35169001.7,356519332.5
12540805.85,1778477.304,4378297.205,2083672.099,966409.6491,21747662.11,357082772.9
8483190.427,1096291.471,2646994.18,869572.226,2736776.139,15832824.44,430363308.1
18493618.6,3974261.881,4975539.155,2095092.236,1121340.005,30659851.88,54352642.48
10758368.32,10289330.31,3556272.648,2398124.341,728272.1939,27730367.82,149111123.2
13153292.92,6756764.844,833337.0824,989703.421,2375037.948,24108136.21,349490300.1
18597081.66,6633687.63,4967744.593,204508.3947,939038.8358,31342061.12,452815581.6
14363569.94,13384216.44,2335524.066,2805059.462,1429739.999,34318109.9,358402451.9
6753470.611,13537879.87,1793311.402,1101021.531,570712.3207,23756395.74,236071081.2
19097481.85,13728453.7,3010456.326,408797.1135,842669.8564,37087858.85,212699973.1
14415620.8,5394293.071,1869384.163,1526384.927,933009.0769,24138692.03,382076603.7
10023584.22,10674781.38,889058.782,2328556.607,636025.3194,24552006.31,383556963.7
7089081.09,4802864.538,506427.5439,742777.2124,2141642.392,15282792.78,323176096.6
16910377.84,3668537.663,2523125.088,881521.1454,2592519.49,26576081.23,181160160.8
14301091.34,3584854.403,4265885.4,803873.4617,1433288.516,24388993.12,466319668.3
13001916.38,5789506.692,3075418.335,2975851.853,2686441.192,27529134.45,298345974
18408388.75,7019406.677,4996432.845,672470.8278,1033366.436,32130065.53,405721560.3
16828958.17,12633288.39,1790809.905,1769008.629,1313476.059,34335541.16,146438718
7275123.196,2678475.309,1762047.791,2783267.461,876842.4826,15375756.24,204818354.9
9675831.017,11288961.86,1218872.571,526000.0497,2051397.989,24761063.49,443560782.4
8727337.097,8440368.799,1238286.147,2915477.174,1549673.977,22871143.19,72548163.47
16159194.39,5031234.797,1783339.682,2847683.98,2033208.367,27854661.21,280541890.1
5502986.521,7899474.183,4067780.204,2665258.762,2404187.263,22539686.93,266767465.9
13548345.27,5199188.977,4575905.558,722213.9119,1864257.54,25909911.26,388053585
16436880.29,9345147.373,4887892.264,1938759.662,2069075.887,34677755.47,176852196.8
18151484.55,7073814.92,1545303.443,2306585.272,2838125.786,31915313.97,148580069.8
10131226.23,3301677.407,4465838.955,2959480.992,1247660.774,22105884.36,466759777.4
17318859.57,2632163.044,1977147.902,623229.084,1397909.847,23949309.45,307269343.4
6659476.054,8653739.549,1007782.45,2321475.109,2294258.404,20936731.57,97110305.73
17696784.38,13633782.47,4415112.165,1082523.393,2028263.793,38856466.19,136866273
6912329.935,5815407.612,3362475.356,609316.7501,946332.2613,17645861.91,499471726.8
10959309.36,11262001.5,1241289.032,1321993.13,1440368.275,26224961.3,138024048.3
16959430.49,10221258.97,2434240.659,2402124.145,1669595.033,33686649.29,324713980.1
7248761.41,14041768.8,1792659.627,1448064.431,1548474.595,26079728.86,239057635.5
8438770.928,12493734.24,3815575.559,1658816.991,945687.0208,27352584.74,448519592.7
15833788.53,8932473.625,2540373.038,2985962.29,2811075.229,33103672.71,389825866.5
15800548.05,10198426.98,4951759.753,1257416.969,2405796.904,34613948.65,318628128.3
14617214.49,13577410.53,746352.4202,1884662.189,1703389.58,32529029.21,54832541.81
15409226.67,6593262.984,2097568.698,1159208.185,2200152.571,27459419.1,445907843.4
13140866.65,5575125.882,2668550.752,1239078.374,2743206.68,25366828.34,250100361.9
8776985.884,1151355.171,2764100.996,2117358.185,840435.3559,15650235.59,469209943.9
10185439.9,12571715.04,1921711.201,2819872.231,1125932.627,28624671,272992555.8
7723965.752,12213729.81,3781581.121,1672840.956,1856753.118,27248870.75,362401020.1
18626758.42,2462363.253,4436361.831,2328359.794,2497525.928,30351369.23,81181692.26
13750876.92,9076003.336,4724236.859,358699.0206,590637.2386,28500453.38,385318244.1
11012771.25,7495743.774,4122920.196,712358.3086,2960045.375,26303838.91,202098214.1
11930087.05,2661927.337,4327610.888,1556181.759,1637266.507,22113073.55,208111556.4
19209250.09,14727955.18,2977453.853,158033.9985,1398077.852,38470770.98,103395130.1
7300271.047,4005742.424,4216497.019,833279.4384,1231811.095,17587601.02,116085716.9
13793447.48,1941278.521,1865767.591,1600463.74,935891.7691,20136849.1,133591575.3
12588330.18,9327863.313,2293154.429,143387.4749,2478934.772,26831670.17,197692775.9
14171813.53,11344133.48,1926108.562,867184.2301,2888535.412,31197775.22,451386460.7
5271652.757,1454208.245,2603243.01,1590689.376,1534111.887,12453905.28,215717107.2
18081858.63,10222046.94,1785108.273,1762132.819,2881051.737,34732198.41,375963218
18981774.24,8452086.263,4827251.49,2784679.91,2559494.039,37605285.94,87236376.75
13476997.75,2445710.124,1907800.826,1971502.307,1702627.819,21504638.83,315994459.7
15449762.36,3415334.277,941200.4215,1302733.827,2185065.448,23294096.33,266851054.1
18837490.72,8951640.162,2870677.247,2798018.414,1587460.448,35045286.99,490081076.1
15608579.51,5149006.589,756945.853,2376160.652,1896808.521,25787501.13,430793496.4
7288085.644,14136420.2,997444.2484,680025.8712,645115.8425,23747091.81,254673397.6
13644325.4,12462363.21,1487252.251,479442.8479,2240658.688,30314042.4,398814243.8
14100725.7,14769940.89,2589576.124,2059853.744,632061.6112,34152158.07,136867433.6
11361960.07,4635391.745,2449629.195,1723661.18,2542712.367,22713354.56,303051347.3
16046663.53,14576130.86,4098613.379,2390053.48,2562367.324,39673828.58,83578575.01
19015505.22,7037274.177,3827635.942,2242534.645,1092693.219,33215643.21,206640064.5
18883527.69,5865263.134,2418432.323,1913113.448,1309156.953,30389493.55,151637981.7
11762590.57,1704893.378,2001668.934,2960508.298,1703275.946,20132937.13,373509416.9
6698570.688,1738713.61,1924109.528,1647410.217,1991657.267,14000461.31,270540811
19772617.98,10688157.58,3982977.893,428006.6939,1218384.154,36090144.31,387981715.5
17583471.3,7411005.922,734325.828,2501993.338,1981216.012,30212012.4,281882946.9
6869940.218,4171302.765,557697.4228,830374.7508,1244467.683,13673782.84,88917998.97
18812628.24,9595584.289,4079949.764,2354176.23,638726.8027,35481065.32,380915442.4
18048445.43,4540013.656,2647158.692,2875610.578,506318.8746,28617547.23,424953168.8
12782570.86,9086844.561,1088965.123,2120706.99,752877.6448,25831965.18,456589051.7
13869131.54,6028922.458,1560046.706,1828487.467,2480626.75,25767214.92,307396375.4
10985040.56,12529731.17,4696267.789,1435119.909,2903578.281,32549737.71,389113411.5
5821424.582,12489746.25,4367763.39,1156788.611,1567415.498,25403138.33,388419951.6
10027958.62,7682905.574,3694032.726,1123713.778,1781709.884,24310320.59,120087391.9
17042801.73,5911467.531,2670013.537,1945480.847,867120.4227,28436884.07,123899309.4
5069480.345,6075837.152,2841456.318,2278692.039,1877578.382,18143044.24,81898477.61
10002487.58,12280003.36,4888600.409,2067699.502,861637.255,30100428.1,193961135.8
10972530.4,5594512.759,4845966.997,675389.2935,2028035.828,24116435.28,263078864.5
13060934.04,3926831.232,1468710.706,1532562.822,2833146.669,22822185.47,499054033.7
18797834.25,2185636.786,4149970.548,2395756.209,989246.3483,28518444.14,243947003.9
10195189.92,7533703.692,1387591.998,1479541.827,2411409.295,23007436.73,376809164.8
10204298.03,7749849.385,1460918.65,1656207.511,558756.057,21630029.63,362028661.8
16062518.72,12772721.95,3542418.654,2336294.54,1438743.103,36152696.96,142016877.6
11783269.11,4097341.75,2322504.944,2017669.388,776871.2696,20997656.46,76328218.15
8369072.344,6333877.831,4691949.832,1287100.271,1381188.604,22063188.88,295703038.2
11786592.74,12317680.34,900543.807,2696696.862,933842.2991,28635356.06,365137516.5
7112855.306,12530730.55,2801865.384,571444.4991,1433262.475,24450158.21,499213305.6
7645804.798,6384555.064,4633346.887,2986997.701,1543807.015,23194511.46,211374973.5
12475516.59,7427736.326,4568511.472,444672.4776,1251477.807,26167914.67,453364052.9
11283881.74,5246002.472,1204381.46,143354.9162,2141554.874,20019175.46,221869605.1
18722688.52,14055768.3,2149869.65,2681054.813,2797130.128,40406511.41,360235268.8
10435908.49,2661012.72,3286046.3,810365.1743,1501488.435,18694821.12,319213818.7
13708825.25,14072491.92,1217276.981,2216128.92,980857.8912,32195580.97,73840456.99
14483964.32,10574130.33,4856099.774,2451944.587,1176806.895,33542945.9,85274792.14
5196416.849,8442010.138,4616371.979,2591060.534,2635002.059,23480861.56,59343840.38
14953060.58,1457226.851,1251275.806,2975623.283,1929099.308,22566285.83,216875338.1
7670539.503,7658346.686,1045199.576,952715.1591,1637527.581,18964328.5,385610471.9
19416054.76,6708473.47,884338.1726,2159705.692,874091.8038,30042663.9,127739927.3
7229940.916,3257063.368,4592496.488,434659.589,1624318.271,17138478.63,322633835.8
11219361.86,10189734.45,1371307.144,1279746.945,1196230.008,25256380.4,179972501
6280245.021,14596112.7,2373282.178,2559117.911,2857907.82,28666665.63,408646680.8
19953113.78,8870643.355,2519831.145,1166208.334,2710175.274,35219971.89,409278267.1
12532925.15,11006545.87,3195549.699,1814176.604,709756.3546,29258953.68,398936531.7
13930775.26,1958306.336,822809.0469,1560942.987,1791633.723,20064467.35,286175081.2
6006147.161,6847337.941,1520413.778,1973259.44,1062645.864,17409804.18,178055019.5
16249407.06,2629018.792,4691706.741,2921393.729,1526942.724,28018469.04,414249819.7
8148583.896,9579141.698,4587845.483,261633.0269,2692119.996,25269324.1,133745252.9
18470814.34,14138750.21,4015807.913,1764488.401,1818786.3,40208647.17,180391820.9
8077094.607,10264888.25,587305.6053,2602783.46,1335538.233,22867610.16,132776467.8
7860315.81,2075242.676,1971530.458,1496009.864,1019720.885,14422819.69,353394572.2
5548245.018,5965326.87,3325814.309,327728.8392,2500812.149,17667927.18,358806212.7
12081004.18,8709287.312,1738355.953,1725564.122,2061295.038,26315506.6,343629496.8
13472617,6644908.586,4593140.128,1063014.283,1670163.651,27443843.65,237020660.1
5985629.591,12671016.15,3352502.578,549331.1775,1043710.885,23602190.38,95076953.24
16632914.25,12405394.07,823580.2279,2562200.089,1335615.935,33759704.57,460026313
11799332.52,9565634.281,4590525.15,1612638.588,2899608.567,30467739.11,278478933.8
12865854.04,6228411.232,4809949.962,2806501.596,1800224.844,28510941.67,233137487.7
11611441.2,4574709.233,849705.8828,2437447.863,1501748.203,20975052.39,314971202
11011445.91,2482240.455,2895621.057,2109618.202,1803555.106,20302480.73,136755696.1
13394604.97,5968567.569,1865139.27,114573.9598,2447471.265,23790357.03,109646950.6
7328603.689,6784415.241,2267775.844,1340688.024,1350272.341,19071755.14,232486349.7
7728921.957,10461520.95,1308430.481,672710.2168,946765.3023,21118348.91,152249312.3
17926784.32,10214237.54,3101324.459,2741313.942,1962340.296,35946000.55,159930632.5
19191731.93,1981513.955,4810907.09,606293.5556,2163010.259,28753456.79,451630169.5
10599639.74,6533630.416,2763826.701,929574.1498,2281795.007,23108466.02,288841629.7
9061170.097,3544904.141,873115.6163,1598826.626,2704968.977,17782985.46,267561078.9
14659993.15,3195377.874,3290006.001,863754.4951,1427935.302,23437066.82,360265817.2
11131012.57,12582230.1,2031003.475,708607.5641,688387.2406,27141240.94,478196651.2
5380795.335,1586813.034,4351663.353,1837388.043,2895871.459,16052531.22,100489354
7342288.96,6868560.263,2456051.667,357895.616,1587529.819,18612326.33,425090555.2
15739583.43,3354851.181,1367778.24,268686.5003,2058143.774,22789043.13,312808630.9
14883859.13,13310623.02,1359975.302,1179511.356,2165763.308,32899732.11,115774409.2
5406439.888,8798567.186,3959438.813,2189926.918,1866284.272,22220657.08,183717193.4
8329582.429,4239328.909,1695144.192,1708939.599,1013143.824,16986138.95,267062637.4
8466121.949,8033982.02,3952550.274,1326341.759,2387857.625,24166853.63,361029715.1
15078391.15,11240809.04,1426492.898,1740679.536,2509379.936,31995752.56,159173157.6
5295658.066,14413652.12,1947588.659,1159809.305,1882438.965,24699147.12,290695467
6561628.73,4086244.059,2594691.376,2814824.373,1721402.901,17778791.44,358102232.3
16998741.28,13406544.81,4744381.324,259224.1836,784845.4578,36193737.06,251933337.9
7678169.931,14080257.6,4692791.411,2052835.289,709879.1537,29213933.38,438361682.5
14791191.62,13829887.62,1430923.439,2684719.728,1348912.114,34085634.52,441256596.3
8572741.716,9895800.996,2111985.686,2431265.655,1277115.389,24288909.44,261811047.9
6491620.891,9817489.162,1172297.248,633719.001,2884141.127,20999267.43,487816569.7
8647582.865,6644948.865,2794932.857,958186.412,2459056.856,21504707.85,84013291.58
15834003.98,11533570.35,2572621.478,2179439.022,2149810.738,34269445.57,51513070.25
17835447.02,8438116.257,4553420.731,344384.6216,1794120.223,32965488.85,221300718.7
17453297.97,10484133,4685024.2,2454398.93,918418.8268,35995272.92,320493677.6
10957752.94,6998410.654,2226053.26,2184830.139,2946141.68,25313188.68,333140070.9
15021277.05,11240950.5,2712820.744,2215859.283,1437601.746,32628509.32,264400581.3
8074764.431,12542601.25,4533063.121,390699.9738,767314.0061,26308442.78,106197491
9397215.954,3050107.592,4130185.135,2181505.58,1734497.239,20493511.5,126723884.8
18445037.28,12661016.02,516453.4011,2071472.563,2684995.029,36378974.29,433466592.7
5195028.853,8564151.445,1940268.039,2509675.223,2718227.504,20927351.06,440560009.3
6282627.963,12825322.73,2397984.089,220628.2731,527414.7901,22253977.84,353254342
8118293.827,7038223.889,1533723.277,167020.9386,2715739.362,19573001.29,348898087.5
5397983.058,6306566.795,1398072.272,1181720.59,1178710.544,15463053.26,318956957.6
7721531.526,13810850.26,670030.2797,531486.0232,597430.9099,23331328.99,141316648.6
13745623.41,4516369.746,3395163.763,1719314.985,2619475.676,25995947.58,242712815.1
11321368.26,12818972.55,1681296.307,2760311.814,2659666.89,31241615.82,363152593.2
18390075.67,7776288.015,735562.3029,1235291.218,1990577.7,30127794.9,291763522.4
17261653.43,8197336.196,1539406.897,2550356.094,1936084.393,31484837.01,58361150.32
10127260.28,5318555.941,4108612.788,100698.5361,2532800.682,22187928.22,479100563
8891351.501,9022590.809,4331701.317,588692.466,2465773.882,25300109.98,430167223.7
10695386.12,5552956.748,2673798.103,188228.265,2725263.684,21835632.92,167245256.3
13854424.14,1549771.799,2372318.017,1051626.823,1881868.619,20710009.4,327406520.8
9020954.612,4807980.475,4900341.621,2733749.828,2919117.732,24382144.27,465457722.7
14362233.62,1089306.608,1402540.968,381161.1584,2990367.077,20225609.43,93204955.45
11141174.78,14696967.02,1469116.773,1858588.353,791361.525,29957208.45,276363266.4
13280707.71,14520460.94,1813402.297,1409338.223,2623859.399,33647768.57,255309361.6
11541897.94,6532174.165,1277407.932,2821557.816,1749555.644,23922593.49,234592252.4
9416986.393,11197191.96,2207145.192,455305.5134,1468915.846,24745544.9,426014874
19226799.6,5841285.378,4598754.021,714880.7665,2032680.775,32414400.54,221290766
16454086.91,10395304.2,3269065.283,185671.709,639913.8932,30944042,78648499.96
7101697.636,12276020.6,2353759.469,1358412.224,1766152.797,24856042.73,79626983.97
18027019.64,14254587.43,4704848.576,905715.4087,2677226.425,40569397.47,69235072.94
12311467.97,6602971.862,718089.0461,2622727.208,1033653.79,23288909.88,234115439.8
18418283.4,11966171.76,1446242.801,1854328.358,1565974.737,35251001.06,373282825
16997828.84,4722998.309,3046498.723,1880863.14,2848702.219,29496891.23,141675107.9
11378202.57,14864652.25,3269986.804,1642541.021,1571409.595,32726792.24,340910834.2
5337039.625,1360774.383,678008.7795,366365.978,1395919.081,9138107.846,359189812.4
9030160.391,9449403.291,2313674.411,1390554.183,1601341.62,23785133.9,164840955.8
13124513.22,10233083.74,3421192.842,2998565.05,1798631.916,31575986.77,320250945.2
14502173.3,10632637.8,3641317.459,2522164.943,2079978.36,33378271.86,358190753
8868315.281,2685426.103,3371629.561,2691031.257,2501732.002,20118134.21,259976130.3
7090341.111,14139416.97,1942534.51,2487356.442,1630255.514,27289904.55,201522468.8
17523953.55,3536565.907,920840.5562,398820.9109,2543702.338,24923883.26,328618198.2
19766032.71,9718547.645,2422006.009,759599.9368,1834301.653,34500487.95,490031189.3
12885352.73,4117465.108,1079394.968,109052.7889,1346201.276,19537466.88,242078634.2
7575189.288,5301029.838,4764306.463,980179.3621,2144877.07,20765582.02,226280793.3
9084609.898,8650419.584,2638268.897,414961.4668,2294305.637,23082565.48,258920106.1
5275860.148,6840707.86,1927666.285,1471100.701,1895122.439,17410457.43,84298277.05
18714482.1,3243158.414,3948368.32,2063669.717,641537.4328,28611215.98,298923475.9
6766266.243,3393109.634,2740768.667,2636065.356,924707.1879,16460917.09,197913824.2
13647747.13,6854027.034,1895153.108,2272729.779,1213244.302,25882901.36,104639955
9110828.31,11601961.7,4153854.841,2821898.228,1206564.015,28895107.09,259815533.5
13312670.04,13571505.06,4402184.68,256305.0421,2183552.001,33726216.82,51522793.96
14771305.83,2177787.272,3528536.748,135321.5227,545871.6542,21158823.02,230803360.3
17446127.06,6503454.706,711339.9008,2017880.53,2389204.443,29068006.64,97580870.57
8096319.076,2403437.892,3048452.961,939121.9896,1163356.187,15650688.11,60931716.53
5164937.43,1232294.729,3934827.104,835152.9467,1275054.616,12442266.82,421013770.8
7053284.451,10264061.56,1114263.554,1059572.554,1819774.57,21310956.69,462311961.5
18500279.63,9434292.188,1529018.381,882408.5679,1039814.002,31385812.77,143453591.8
18108351.16,3282267.593,4471227.973,1583165.578,2711178.284,30156190.59,292684218.7
13961196.53,4273379.663,590547.7483,1376430.497,713421.9483,20914976.39,175081170.7
14007752.91,1331908.551,3887272.12,1586042.799,1610955.906,22423932.28,272109847.4
14975550.12,12689260.88,2631979.816,2050869.473,2623555.674,34971215.96,246484094.4
7630569.179,14645668.34,2510474.715,1222678.476,2039609.736,28049000.45,171072974.8
18716179.19,2896433.515,531934.3962,828792.2927,1230823.79,24204163.18,365177110.8
11281557.87,4240652.993,4187292.039,581981.5567,1551900.519,21843384.98,106920931.7
10747077.92,13157733.34,2119212.053,1113474.947,2266735.951,29404234.21,73882751.98
12783765.58,13970493.17,2933445.341,2251238.778,2933151.858,34872094.73,395453944.9
5704489.502,6874783.359,3547853.089,2294444.239,2732846.796,21154416.98,349668514
7494250.531,1708714.612,3661833.094,2034025.621,1356082.021,16254905.88,274336755.9
16070504.25,1551485.672,4801910.265,778681.7084,2995494.698,26198076.59,260505396.7
6241980.019,9035298.125,2891029.79,1805450.113,508761.6588,20482519.71,273835120.8
14047281.64,6500531.525,2298737.979,1755000.019,569074.3895,25170625.55,246660834.2
8680236.645,1401133.986,4791666.319,1504371.975,2559601.288,18937010.21,226801533.1
10839434.21,9165533.492,3389496.058,1694939.061,998656.7171,26088059.54,274860771.3
9330406.052,1158235.512,1841676.603,1526192.835,651923.171,14508434.17,287831827
10335090.75,12023207.41,1069089.104,1739823.462,1092870.183,26260080.91,361356041.3
15785688.58,5290059.518,4291495.257,2174967.268,1565250.385,29107461.01,370043222.3
9456825.734,1563612.042,2129817.213,417921.7638,2326415.676,15894592.43,219933086.1
13496069.6,9236931.094,3472113.746,2273914.681,2060838.816,30539867.94,236093235.2
12140756.03,6567581.802,2618673.887,494069.8354,1094053.044,22915134.6,218163726.4
14955067.48,14633205.79,1395184.009,293221.1954,1758176.12,33034854.59,291441098.1
19052446.09,8618781.275,3207589.739,2930631.09,2815535.263,36624983.46,254009092.1
15988581.46,4853348.535,773073.8103,2875276.13,2537519.442,27027799.38,450318408.4
8224105.679,10932144.1,2360041.069,275265.9803,1307974.462,23099531.3,363362570.1
5467747.026,4800888.036,2959767.228,1385434.98,2955661.403,17569498.67,454395372.7
8933960.664,13659406.08,2462211.384,640110.3211,2271551.001,27967239.45,369111646.2
13926168.96,6246107.587,3869024.789,1507500.202,656123.3892,26204924.93,486946466.8
5771387.202,8698159.879,4225662.295,2507514.005,587901.7832,21790625.16,336081550.2
12445493.71,1708023.454,3970593.833,2856774.147,921019.8725,21901905.01,483597562.2
13952642.73,6965697.331,674658.2652,1939332.695,2319639.67,25851970.7,121176450.7
10013658.36,12653089.56,1373579.467,1126326.435,959347.3146,26126001.13,73614956.37
16563683.06,12279083.28,2914733.792,1849644.14,1778716.923,35385861.19,310606333.3
6598973.797,4140459.824,4706699.182,1004803.788,733150.3005,17184086.89,492571942.6
6127066.726,4165106.994,4257305.488,2738488.558,2802215.395,20090183.16,237922361.3
15922831.34,12442274.37,4291405.288,2624161.343,1359901.534,36640573.88,145419513
12432369.74,14025577.88,1864436.872,1718872.076,2770330.141,32811586.71,284693652.1
15326035.95,2335052.898,2432515.537,1041916.855,2862189.105,23997710.34,341959381.1
11522410.08,7300820.952,2618176.763,950830.0592,515321.6183,22907559.47,191830413
8696030.499,5724359.905,1208172.125,196912.1846,1660337.968,17485812.68,371646211.3
