Biaya Karyawan (IDR),Pengeluaran Listrik (IDR),Pengeluaran Air (IDR),Biaya Kebersihan (IDR),Perawatan Elektronik (IDR),Total Pengeluaran Hotel (IDR),Pendapatan Hotel (IDR),Total_Pengeluaran_Operasional
0.043160964857654915,0.6099552244304711,3413839.08,2663593.553,1230833.278,22491428.54,497594400.3,6077433.242955225
0.8913935145521553,0.6999399327158278,4860249.787,700260.2787,1325777.513,36048388.26,498230129.8,5560510.765639932
0.5278446405495184,0.838520889340906,3712810.765,2762760.16,2203786.339,34329043.55,435925055.9,6475571.763520889
0.9932451369976817,0.803160123157987,4660963.743,2464022.673,1373619.102,40632430.55,78723946.41,7124987.219160123
0.07380662629919621,0.9613441587676435,2827093.514,2938682.444,1031557.974,27357164.46,478974375.9,5765776.919344159
0.554005506167534,0.5361579709158006,1026789.858,2652730.143,1435840.384,26926265.76,325697561.2,3679520.537157971
0.9695759184944067,0.4886960744990208,2876799.746,911818.2561,1180210.394,32347305.29,410399046.7,3788618.4907960743
0.5232400216359627,0.40204665521348626,1070927.726,407272.1429,720781.803,21671870.13,233236782.4,1478200.2709466554
0.6295720731546921,0.15373304207882263,3166220.656,425499.1088,2575347.256,23759721.19,193851262.1,3591719.918533042
0.6959416339103558,0.5728474796142404,2671218.772,944547.6239,2632778.473,30701276.46,258459865.5,3615766.9687474794
0.4546630833298373,0.27711288413006185,3301589.29,1881132.8,1049375.75,22928389.15,116093530.8,5182722.367112884
0.62773097394259,0.9217127775185185,545211.4147,2432528.946,661930.4988,31951347.23,210679762.4,2977741.2824127777
0.5844744902060718,0.5834360596030004,1376782.212,2707825.89,2347068.593,29361062.63,435927874.9,4084608.6854360597
0.9014113560775417,0.5930900022797398,2710986.944,1908884.815,1028821.565,33465826.01,67077718.82,4619872.352090003
0.045448105588746235,0.35506189170214975,4777266.027,116330.807,1483588.724,18027826.52,117895121.1,4893597.189061891
0.2810341680641587,0.051983222001464505,2226240.682,640318.6519,660338.1306,14469196.24,106302271.8,2866559.385883222
0.9506793122882579,0.03172805435469574,2409674.117,389205.9912,1065673.962,24565139.05,231383994.2,2798880.1399280545
0.8905139259870692,0.4235047495058031,3716132.401,1153640.979,2482255.696,32632677.85,498644105.4,4869773.803504749
0.4557790993954822,0.08457466432329477,3217067.408,1553917.882,2510991.117,21300742.99,128011068.6,4770985.374574664
0.6203033084956566,0.607103405905288,1845167.675,225851.8179,1017712.062,26886577.9,115467192.3,2071020.100003406
0.27745110818285956,0.8813591832230119,2348673.78,1110586.13,1339784.613,27293384.35,461775078.4,3459260.791359183
0.18816483819926777,0.8833019128781205,1479649.095,619621.0564,835596.0477,24117491.03,446922732.6,2099271.0347019127
0.4638231160258727,0.6593265626852847,4847096.566,1976503.482,685431.5757,29691143.44,64508166.5,6823600.707326562
0.35344449230444674,0.2113010612747277,1087854.717,1446389.871,2980429.286,19772202.94,388267682.1,2534244.7993010613
0.5838160966637844,0.8633745019081269,2173265.531,1536421.176,2138984.878,32685468.9,344959565.7,3709687.570374502
0.07774585648081528,0.8864820356962524,616275.375,1340306.185,1855241.273,23383150.48,395483364.4,1956582.4464820358
0.9746696878659825,0.196715915706501,1498007.714,2872457.16,2413746.251,30153283.43,272526104.7,4370465.070715915
0.9864890996501511,0.7377443312027507,4012120.123,722731.8629,2600192.899,38452171.25,496120648.3,4734852.723644331
0.6983553687885732,0.2866244077975756,1405288.545,1598326.354,2516786.92,26004101.21,69731158.42,3003615.1856244076
0.536242366490126,0.8029894195554308,860285.3114,2234450.368,541348.6232,28914494.17,155467213.9,3094736.4823894193
0.3096069940387508,0.9976790986067356,2635039.309,1714848.798,967019.7455,29921152.7,228445694.1,4349889.104679098
0.8140226765122859,0.030009481443439096,544861.5563,2794160.569,2137263.255,24103574.75,252400073.7,3339022.1553094815
0.6849208782335879,0.8977598009658994,881447.6949,1196108.231,1439398.37,32351044.01,464615331.2,2077556.823659801
0.16265311833838114,0.622894453312089,4134316.413,1444659.837,2956206.628,25691264.44,302001963.8,5578976.872894454
0.9111834026820423,0.9738125286400381,3971630.052,356714.7141,2163511.982,39783121.18,70299947.98,4328345.739912529
0.8227674698106332,0.4651988448073476,4618124.692,1866097.422,2891372.272,34223786.27,233538333.5,6484222.579198845
0.9500675617905584,0.847758214451168,4345319.462,935814.7085,1003616.204,38395180.1,237420685.6,5281135.018258214
0.7259212667652014,0.06239286249196388,3574290.035,564896.2146,2659892.57,24558388.41,484470922.3,4139186.3119928627
0.6135839312581167,0.3354069838445795,735497.8579,1679140.749,1303380.765,23613154.01,319638691.0,2414638.9423069838
0.41835438130629155,0.06701751923958241,4022818.781,1643699.764,2973912.021,21852307.64,336042982.0,5666518.61201752
0.9329911119734632,0.9757739707178372,4304798.649,320027.7595,894221.6802,39164779.21,370963864.1,4624827.3842739705
0.8663069153936788,0.8173297977735308,4095869.656,2124824.815,1790849.547,38440137.06,396517692.1,6220695.288329798
0.04522032843105411,0.8529201468383767,2788155.659,1908939.353,2482111.335,25793150.3,335772981.6,4697095.864920147
0.026363089464020495,0.9383783798888996,1548058.274,648150.12,1581606.202,23304832.45,156737458.0,2196209.33237838
0.37656242675148854,0.08511302704852164,4303984.891,1461361.1,1670210.15,20273955.45,443320661.5,5765346.076113027
0.8107800339672103,0.3857493389766472,3772232.644,2188936.458,2965889.489,32483724.85,379453910.2,5961169.487749339
0.9875547975908764,0.07103777216638349,4913425.285,1635363.648,1563270.376,29915689.69,383841718.3,6548789.004037772
0.15044948274057568,0.21086212372198437,1200616.69,1246918.321,2010180.251,15665072.05,498450532.7,2447535.2218621233
0.5942937800315893,0.2294435885388737,1515490.624,1034781.528,636349.1517,21309702.91,411136940.7,2550272.3814435885
0.380991218645354,0.4692984775677376,1453091.674,1870142.213,2605525.201,24209622.89,423118131.4,3323234.3562984774
0.9701879610779681,0.26865852816188657,4066428.954,2823415.225,2120420.122,33318850.61,478132482.1,6889844.447658528
0.8423549084281784,0.10099516018312121,1341082.834,2048060.037,1510050.257,24944670.47,118010299.9,3389142.97199516
0.8385635752559045,0.16753961901504255,799969.2342,316763.1205,540423.8499,22576962.02,273977319.4,1116732.522239619
0.4688193400562166,0.1473145267372402,4993523.63,1435986.423,1979172.051,23500937.39,311255160.6,6429510.200314527
0.4149298412903807,0.9735065624847983,611677.4515,2683389.981,531644.5712,29672079.71,198174078.2,3295068.4060065625
0.273475828537423,0.7596211006776858,4258598.271,373941.0348,503009.0348,25866749.52,427731504.8,4632540.065421101
0.05638043560511646,0.9681887142041317,2144150.787,2967739.565,2040246.405,27546429.72,393088829.7,5111891.320188714
0.8649650075912491,0.4399178555129734,4287269.569,2852301.242,972542.6683,33239315.93,374397383.5,7139571.250917856
0.8131284029637148,0.2784694831078292,2995792.21,326995.9941,979718.8743,26393180.96,498717247.9,3322788.482569483
0.9999999999999999,0.7986402473304881,4557340.533,2806898.629,2133178.915,41669287.94,166721618.0,7364239.960640248
0.9969182580868324,0.32637758079891804,4667868.439,1153084.512,634242.9698,31972303.33,380955763.3,5820953.277377581
0.5555833906713384,0.299494320248605,540941.8158,2549656.585,1283513.904,22896955.12,298132013.7,3090598.7002943205
0.7692018962663091,0.23258528975442894,839354.792,1313311.679,873579.7554,23816141.35,190845132.1,2152666.70358529
0.9450318981664961,0.1297096139872629,1626614.283,1378479.827,1950440.924,26942526.68,122264091.8,3005094.239709614
0.8498855894910599,0.256553695962654,3511919.374,1939304.964,2154412.887,29940830.94,453147726.7,5451224.594553696
0.24740919575355658,0.35545716631594126,4497224.884,2345984.516,2302839.634,23830747.04,317954967.2,6843209.755457166
0.4506649787080719,0.6742824348985956,2569738.781,197988.5377,1138078.042,26099886.3,421220226.9,2767727.992982435
0.12918575602570137,0.06256371695159205,3231379.023,1820152.387,723124.3791,14587954.81,295405242.8,5051531.4725637175
0.9543199258214422,0.21057582637038935,1348249.338,641525.6829,696709.1424,25944346.73,148989686.3,1989775.2314758264
0.6063412408533723,0.8093757682531275,4122350.752,1103253.602,1565378.871,33209933.71,201896965.9,5225605.163375768
0.2286983993016365,0.14696071938095245,4852976.501,1109109.132,2864611.023,20313245.67,221692479.1,5962085.77996072
0.6718865586467543,0.34277656619825353,1708695.198,1460274.987,1044322.586,25085835.09,487820665.6,3168970.5277765663
0.6182983617853813,0.8650373791887846,2726716.782,1068995.594,1141854.003,32314714.89,52534975.27,3795713.2410373795
0.3582563968186344,0.15496789446859288,887522.4973,411347.2435,752222.0053,15592486.87,493549710.4,1298869.8957678946
0.11357934541005454,0.08274525655688603,3016114.954,522323.3417,2013925.685,14414043.56,491207735.8,3538438.3784452565
0.6717590318254579,0.48473656401861104,2762525.488,196970.1581,2199682.185,28016307.7,498267855.7,2959496.130836564
0.5204490578670126,0.3025318946391518,1149964.179,1463722.347,2107328.02,22759503.22,264464680.5,2613686.828531895
0.7725338523994653,0.5636442579925927,2489297.959,2867898.315,2652825.608,33482514.86,483714036.3,5357196.837644258
0.5203048161321768,0.8041545492510151,2003470.934,435458.1486,1716064.588,29210714.65,228019631.8,2438929.886754549
0.8524204439737656,0.13718265878025224,2848238.939,2844167.03,836142.6019,27231349.91,61832498.3,5692406.106182659
0.5520574875252466,0.5809431607094324,3135444.509,2226748.393,1223512.827,28994095.49,150956233.9,5362193.48294316
0.5610912757769552,0.5057172534911507,538230.1037,1948746.529,2156074.934,26134243.78,475383310.2,2486977.1384172537
0.8768997426093302,0.14411623632555873,3924526.923,1971305.49,2032804.934,29095544.39,56194112.0,5895832.557116237
0.40358987111020406,0.6242630526090478,3708564.313,2497510.18,1827507.824,28821804.11,295697360.9,6206075.117263053
0.1340429972004506,0.27373918181729845,2148288.738,410067.6067,2207411.047,16606961.67,84020715.0,2558356.6184391817
0.02877950166260007,0.4880344474678931,738211.7101,1563787.538,2093477.126,17656896.98,178878460.3,2301999.736134447
0.7553476643235578,0.0822805253747903,3897196.429,2121564.301,2703312.224,27200944.33,89641782.82,6018760.812280525
0.6204803138617351,0.4597708169815004,4798288.222,1801779.291,1965040.944,30303928.53,436787879.5,6600067.972770818
0.7042751629795613,0.3065777651834776,1580682.182,2515059.306,2446503.397,27393929.96,315981819.3,4095741.7945777653
0.21301514503025432,0.8227396610072484,1955860.762,309587.9561,1121767.89,24095015.99,455947909.6,2265449.540839661
0.1363999371831609,0.056974958168973994,1327158.003,2103033.015,2195456.461,14468921.79,359758939.8,3430191.0749749583
0.014537304339669321,0.41877464287877975,3096212.555,1648680.418,2755485.296,19579050.1,486963109.1,4744893.391774643
0.35067901002607127,0.4586176384389941,1196786.276,1199566.506,1464330.82,21537536.92,279444944.6,2396353.2406176385
0.5900795125329488,0.7253184442825846,2102872.746,1086797.448,2447760.468,30636281.03,337419761.8,3189670.919318444
0.39234774569261055,0.5745286170322221,3636558.563,1900414.635,2311973.253,27772633.18,309338969.0,5536973.772528617
0.43759192240080425,0.667497354737679,3020521.924,2683886.586,648815.4922,28256320.55,267917193.3,5704409.177497355
0.9044129224221865,0.7773862824516471,2239081.539,1538910.186,1953770.774,36172832.92,430681714.4,3777992.502386282
0.3483462329463216,0.8625802683663786,2391123.208,2491697.176,825473.373,29002967.39,340036311.1,4882821.246580268
0.5141289886772921,0.3139933014883587,3029498.972,1266253.507,2918297.931,25318149.7,410590519.2,4295752.7929933015
0.7838718059868416,0.5382465853623599,526391.2755,396943.9421,2528518.757,28738967.04,403863771.5,923335.7558465854
0.3966477463935033,0.8404749171973793,853294.408,278366.6357,774309.5031,25615625.38,135970322.3,1131661.8841749174
0.6222579850951263,0.9898886443170596,4465661.305,248869.6768,804379.9941,34702527.31,342573589.6,4714531.971688644
0.862605646696884,0.8899095326689981,850455.4509,1202435.412,1986184.637,35427801.49,139841608.6,2052891.7528095327
0.9497881896659376,0.3716123220944247,3680616.183,1077989.477,1362222.935,31564179.63,312494215.2,4758606.031612322
0.14710508941803246,0.19522814425357637,4640171.738,2182017.369,587264.6477,18347887.21,354845608.0,6822189.302228144
0.9268484482674403,0.4895934037351802,1718076.219,2254182.355,1854103.77,32576672.24,498755782.2,3972259.0635934034
0.4922493609112826,0.7419616925076848,2167211.467,247476.5096,1469612.749,27649025.45,63743890.17,2414688.7185616926
0.25830868631639503,0.4927714403522215,3060146.326,741257.4624,752691.2309,21323727.83,91059077.35,3801404.28117144
0.4592591257222267,0.4833787899850244,4467690.363,895359.3655,2504800.981,27519419.14,84662013.37,5363050.2118787905
0.980309113639478,0.8385963714736802,4738575.143,1688074.754,2787691.913,41650056.33,229262578.8,6426650.735596372
0.4927513091313507,0.36154407608873507,3828034.617,519094.1493,2391484.835,25187537.92,419714762.7,4347129.127844076
0.32883664081263786,0.8601708300938169,889788.9238,488429.5363,2556055.775,26902673.84,429825349.8,1378219.32027083
0.6335754659976569,0.40696658348619247,3511193.7,2836987.779,1041226.418,28585687.92,381640818.1,6348181.885966584
0.24020459494568325,0.328357704999361,2346366.748,2432188.431,1158932.377,20134935.32,453595208.8,4778555.507357705
0.07587399742650713,0.45417402361268594,2618154.498,623899.2161,1021318.851,17757181.24,195286974.9,3242054.1682740236
0.1289059805825204,0.7627770449161229,721167.7566,1279046.643,2412658.578,23020326.23,89669589.91,2000215.1623770448
0.12807185238102653,0.12603092355331338,1359779.627,1131303.798,2869792.697,15045592.1,76168862.6,2491083.5510309236
0.15193572203756017,0.1964814357224558,4057311.234,2393911.815,2292093.017,19771725.49,433459723.8,6451223.245481435
0.13885635634224258,0.9518643532461546,2542814.749,1579617.458,2703666.912,28228734.27,378696332.5,4122433.1588643533
0.6410515543457209,0.17554394346857516,1857480.087,470764.2373,2096747.737,22494996.02,364376887.7,2328244.4998439434
0.1819219276912215,0.5679652553189489,2228085.833,2243076.983,1469149.751,22616696.28,202854352.3,4471163.383965256
0.34575728789641025,0.5795578875254701,4344797.81,1250975.137,1564404.037,26455588.77,220957334.9,5595773.526557887
0.8970404705392429,0.48982543813385465,3870495.578,862480.3181,688303.5804,31727848.09,481151088.0,4732976.385925438
0.4740893692413739,0.6450196338606875,1725419.287,1188946.004,578642.9881,25628866.36,78712134.84,2914365.936019634
0.6677423944224371,0.2299047553921303,1028758.281,1543494.034,2238689.01,24041881.56,398179281.6,2572252.5449047554
0.17235890333119241,0.5528930758047925,1633991.997,1095034.998,1596072.23,20647169.04,189334995.7,2729027.5478930757
0.19233392281588513,0.3723186487691671,4643404.03,801526.7405,1880537.67,21420229.3,67574578.29,5444931.142818649
0.04086899544044964,0.6619496527326871,3117149.77,1255655.884,1894153.119,22143329.65,384156549.8,4372806.315949652
0.168973099902343,0.1412596424701429,2900660.939,155601.4412,1193439.533,14760857.47,198910348.6,3056262.521459642
0.27866061973256817,0.5711168449976127,3183771.199,2340243.754,1689731.277,25384885.15,374966383.4,5524015.524116846
0.17705089566249355,0.1853272991453559,2147127.196,595740.1913,1676900.554,15668710.18,368444472.4,2742867.572627299
0.08871697836716463,0.2787441945505407,4131981.591,227323.3795,1471068.053,17061913.91,290654093.9,4359305.2492441945
0.12065970569600998,0.21878256899938453,2854788.122,1995726.209,2551688.459,18273678.06,399817908.1,4850514.549782569
0.46090262084635425,0.1828935724554303,1025365.562,2344414.774,1627910.009,20469100.78,311467245.9,3369780.5188935725
0.2063827522294479,0.8260709767705259,1080793.062,2460104.482,2009111.311,26204967.95,178986583.8,3540898.370070976
0.36436533594426557,0.28581204225053997,2915866.159,1531176.63,2738800.301,22649796.95,380351885.5,4447043.074812042
0.5035536612725762,0.9275318000051027,4714565.981,695567.7356,2665584.057,34606709.78,315112917.1,5410134.6441318
0.6905861996193939,0.9703547987952532,1887584.548,2237960.264,2726055.509,36786494.11,55727276.76,4125545.7823547986
0.03931206136192822,0.5715000793447456,4412935.26,2129167.924,1175012.491,22304444.35,455739880.0,6542103.75550008
0.7996338254121388,0.14303806297594085,3938430.14,814185.1289,587456.2208,25333243.19,295539628.2,4752615.411938063
0.628073383931243,0.3746947608493587,1615155.993,2719882.492,1152667.0,26149886.73,440882269.5,4335038.859694761
0.08177143484546723,0.7980790483033413,663533.3674,402677.2284,1196768.364,20657616.13,447231577.5,1066211.3938790483
0.8738238597518325,0.3675338589904628,958312.6931,2949795.895,2773400.817,30928658.97,250234995.5,3908108.955633859
0.9211315430513128,0.08702766484432278,3778222.702,2594718.652,2123106.832,29527375.25,278446998.4,6372941.441027665
0.06108428155425705,0.5570176699437248,1398513.821,2094906.072,704259.899,18908837.94,237089474.5,3493420.45001767
0.27694742525285365,0.8454900622948134,2170719.142,2822374.676,838446.49,27816396.95,252246548.9,4993094.663490063
0.8064267035894511,0.796272317263371,2757646.247,2194702.388,889190.3139,35077527.57,452816221.5,4952349.431272317
0.7484680766570025,0.17517528187171888,3764606.758,652325.2914,2076054.37,26168605.74,404664806.3,4416932.224575281
0.18456363918576413,0.6730522594353687,1009540.505,1382252.801,2338535.064,22916848.26,106936554.3,2391793.9790522596
0.20939924389489428,0.2205778812809649,2328648.824,307358.7706,2649109.776,17512416.91,324638501.7,2636007.815177881
0.3705694010332581,0.21828006552184426,2682828.091,1230006.525,2851591.377,21376413.02,498157988.2,3912834.8342800653
0.4846538201154764,0.8744546851470247,2933721.788,2250648.757,1004261.393,31693481.54,317997815.6,5184371.419454685
0.6184249296581171,0.24975637243901105,4182622.886,1220685.718,1274431.212,25446926.73,403642231.5,5403308.853756373
0.36901047943714993,0.2633411920520559,1272551.878,1057853.109,1100807.202,18650379.63,396077663.0,2330405.250341192
0.4626590851790686,0.0006229666012963347,4135241.533,1826531.595,1396903.919,20305845.26,207642886.6,5961773.128622967
0.7476790920593192,0.8710503355519139,3617952.925,2629393.134,2786662.769,38435439.38,217332186.2,6247346.930050336
0.03668235132868519,0.7929391663463232,3001418.664,237991.2584,1937781.417,22823766.77,375834389.8,3239410.7153391666
0.2524995347167246,0.627595078279551,3647875.417,1217864.261,2345479.743,25780378.68,274992589.2,4865740.305595078
0.7135477067495094,0.7505900860125607,2354079.825,558898.1513,1725298.09,31842240.55,306756819.1,2912978.726890086
0.8954584334814145,0.15208978936660003,1122789.137,2116527.327,572144.7833,25368243.76,370807605.7,3239316.616089789
0.5118162614914374,0.4585097578383924,3495943.581,406601.2253,660488.715,24654725.48,399908762.2,3902545.2648097575
0.5322583139991447,0.35135486472172345,2861025.38,2027942.5,1844807.578,25632549.16,172182460.0,4888968.231354864
0.10719188687713505,0.09379017161339431,3377186.602,929924.5253,2296972.587,15524535.25,116057191.7,4307111.2210901715
0.4475322891515975,0.48632980779012597,2020994.515,676858.7598,1038326.319,23253191.89,181307591.0,2697853.7611298077
0.5327622434682904,0.9211446466410722,4580899.598,2815422.418,2304773.935,36580710.05,278392246.3,7396322.937144646
0.24253016343972023,0.0400473432197809,3143164.409,153721.2726,2526664.434,16021435.34,203963592.8,3296885.721647343
0.2693107631689762,0.29156811081609996,884311.1793,1369554.088,1529743.696,17902710.22,305763241.5,2253865.5588681106
0.3773834647716411,0.2076084193129208,2524117.958,162718.2781,2366048.082,19617719.87,74059575.86,2686836.44370842
0.020065461537832008,0.23822862056473598,3903602.246,1502419.84,1510074.876,16551218.08,279387685.2,5406022.32422862
0.322162234128038,0.9088337255300627,4073605.528,1553037.396,2195876.574,31371790.71,215593208.1,5626643.832833725
0.21149854467495732,0.4682598294141416,2725686.737,1032821.167,2409992.623,21893187.39,290600039.7,3758508.3722598297
0.32758201393409747,0.466489350664916,4526364.069,483269.1548,2979816.546,25430101.83,240140009.7,5009633.69028935
0.11978570944151412,0.7609048429073835,1704507.967,1191523.859,1363491.655,22704014.45,177901632.8,2896032.586904843
0.8907775001343613,0.15453458236248607,2347694.138,2049562.526,1527601.951,27445658.68,456848557.5,4397256.818534583
0.5937553597568116,0.48746521371162527,4543686.098,2368947.845,914050.1485,29552285.85,133144244.8,6912634.430465214
0.6792903697480975,0.430157966579178,4533155.224,1639176.747,1010182.646,29388842.4,356614509.0,6172332.401157968
0.7893916546092704,0.5971624386758336,3585707.46,1810519.744,2233487.506,33824032.96,466090120.7,5396227.8011624385
0.4985771263634071,0.9999999999999998,4365412.462,681787.4763,2792613.975,35310254.74,292401481.9,5047200.9383000005
0.08693420863501161,0.7697822942204098,899479.7013,933257.9664,1486512.379,21395338.89,444383819.9,1832738.4374822942
0.5372528388633329,0.39802325522664905,4392477.393,569497.2692,949611.1171,25538303.75,106183165.3,4961975.060223255
0.5870020392079149,0.8279139492389602,1942789.579,822956.515,1212748.748,30366854.35,272204946.6,2765746.9219139493
0.7456470307117203,0.17075841576939468,1302491.806,752171.6627,1637629.262,23263801.93,255661376.2,2054663.6394584158
0.43177483640206016,0.0304473694997546,1577164.264,1606401.481,1226625.823,17311576.37,53653463.17,3183565.7754473696
0.1276061793577994,0.2045143920049955,2380858.286,1731797.392,1083947.708,15972585.14,249465803.6,4112655.882514392
0.28384771133727815,0.340541918818742,1630364.021,2840347.52,2339961.222,21833073.14,216063390.4,4470711.881541919
0.3631774220767753,0.5107916508300865,1942554.137,667154.8766,519612.3031,21723686.37,351409427.5,2609709.5243916507
0.6460955337476341,0.6153895103593539,1107403.187,1960859.559,1848076.318,29216905.65,472248400.4,3068263.3613895103
0.5709345026390373,0.9110059180103092,1832795.445,2470051.88,2484417.018,34097418.95,88605989.72,4302848.236005918
0.35618979731815203,0.5100645590474162,3075277.165,1724700.245,1165570.716,24444955.15,197364374.0,4799977.920064559
0.9867936931888942,0.5014821345008458,2488341.686,839510.5923,2008228.777,33151668.81,249829131.8,3327852.779782135
0.6059413079552042,0.05023605342116216,2060234.426,861395.6671,2172250.264,20883904.78,254833420.1,2921630.1433360535
0.2372849096042261,0.03489734076132517,3859034.58,213833.8539,2137561.741,16257593.79,398664374.4,4072868.468797341
0.1018007633615855,0.5513900589977254,4520794.871,985788.257,1614624.085,22364183.77,249528049.6,5506583.67939006
0.15289244894500803,0.4383552430876963,3905551.503,2259350.669,1366444.97,21958734.82,62222585.65,6164902.610355243
0.2460184135839496,0.8395467946097799,1994003.16,237801.4959,2589810.183,26259506.29,369546842.6,2231805.4954467947
0.1607169831226959,0.1607248911874693,3849989.755,735956.3193,2396114.892,17641795.75,448173362.8,4585946.235024891
0.18661024554236727,0.02495274631614236,1183910.821,2148074.246,1303137.934,13783231.63,281257120.6,3331985.091952746
0.28516736213033944,0.4492205372522056,1086430.946,2369689.532,757547.9861,20776638.75,311498834.8,3456120.9272205373
0.17341293724314344,0.23756020753801432,2055321.667,1420423.389,679518.8636,16080567.64,123321397.5,3475745.2935602074
0.897017478447122,0.049607119425768634,4134660.661,2124415.582,735689.9447,27140848.78,149290675.1,6259076.292607119
0.08024570007167037,0.7249104620150215,1608567.113,1225061.289,1957173.403,22138684.01,155826607.6,2833629.126910462
0.5246539826192462,0.111615076708828,784640.34,563748.4106,629155.4396,17407517.03,243833888.7,1348388.8622150766
0.41050586481206164,0.6085766471995111,1092692.908,1254633.531,1342317.187,24362069.03,467665349.4,2347327.0475766473
0.982655844821195,0.28115202048901505,4364352.358,1781906.679,2382999.255,33199634.05,284803145.0,6146259.31815202
0.11206020884254231,0.17354742208344176,3352024.781,2849354.517,1235870.416,17546777.95,136443940.3,6201379.471547422
0.39796094975793617,0.3799005028163112,1639405.235,299377.7611,2408270.193,21631408.5,169739481.1,1938783.3760005028
0.9697438658644507,0.8017943185400969,2998831.214,1571442.872,2363667.596,38696239.05,222806763.4,4570274.887794319
0.8657499883452905,0.392248397559271,2874108.301,1053867.357,1114567.832,29514460.45,330466539.1,3927976.0502483975
0.8173006907886183,0.7510942094706625,3449461.903,1574103.913,2322055.45,36112477.42,248014918.9,5023566.56709421
0.25796702468106236,0.12551494841775865,1549343.995,169528.7974,2369441.596,15713664.95,226600179.9,1718872.9179149487
0.17092619837123657,0.7731063922838908,4389813.442,1007773.529,1493634.814,26273335.47,304127870.2,5397587.744106392
0.6688281949392104,0.237014717655819,1892158.529,2477617.628,1026051.209,24742542.21,158825747.7,4369776.394014718
0.9296376321798482,0.6776829655444279,3623592.443,1706431.028,1803177.017,36557344.14,85506472.66,5330024.148682965
0.5569149701042928,0.5660185714362873,572560.9087,1406689.229,2803493.97,27055129.27,60986441.67,1979250.7037185715
0.5717691326547119,0.9295536913906339,2176957.085,928022.708,2099041.831,32786238.01,163066623.6,3104980.7225536914
0.28004978275954295,0.3874750807788989,2082694.181,964323.3161,932306.2441,19601525.4,91216415.37,3047017.884575081
0.7697075629127844,0.06616576741938038,2945679.929,1210994.157,2206892.312,24832273.04,201353287.3,4156674.1521657677
0.18708711018883306,0.019133817302343772,827313.178,2523155.059,1568007.568,13992308.83,397820093.2,3350468.256133817
0.32376277542539855,0.8272191291498658,4055591.182,2904918.3,1978821.993,31370539.87,372332448.7,6960510.309219129
0.42554989917746533,0.5249532296876416,1480013.608,1372100.606,2335160.088,24915119.81,324917430.3,2852114.7389532295
0.507748002246921,0.7755801945730445,3546670.167,1240723.232,1787368.379,31042334.18,433625109.7,4787394.174580195
0.242469374303394,0.23450580597367143,4114454.555,2554997.25,2534959.936,22122516.13,176930431.0,6669452.039505806
0.11485895409894947,0.345216319238735,3028446.303,1338025.43,2305388.948,19225585.49,448274188.9,4366472.078216319
0.6107879560159869,0.030087385150226076,3833974.43,1700852.7,2037683.35,23153265.33,229657626.4,5534827.160087385
0.2887037863025401,0.9619166066871165,3478371.405,769730.8273,876982.0396,28915435.11,230401993.2,4248103.194216607
0.581397495021593,0.668153234264435,2099884.087,2256157.354,2589872.777,31014638.23,232408226.1,4356042.1091532335
0.1543964671349674,0.9336159836312445,4139863.426,1642766.123,2839763.963,30002705.47,94142464.81,5782630.482615983
0.4812699420526103,0.26559131732427593,1826156.164,2446200.196,842412.8095,22048820.4,488970724.2,4272356.625591317
0.5327344012837628,0.6117222463302685,3070458.13,2364124.917,1720602.824,29704517.92,112328050.0,5434583.658722246
0.05182713724448906,0.6787903279151846,3854289.826,723513.828,1147221.855,22001378.12,203398576.0,4577804.332790328
0.33669161760594635,0.3176692438367074,2205301.594,2175343.097,2386308.269,22261712.94,193685144.1,4380645.008669244
0.13444256312407554,0.8484798600862986,1862454.234,2420157.783,2304074.09,26476435.55,83605744.77,4282612.8654798595
0.06338196758525949,0.9475789633340781,2567057.046,1103710.998,852212.8014,24733865.88,118517058.6,3670768.9915789636
0.9902396901789937,0.8852431325332617,4180835.725,600566.4274,2692568.178,40711345.46,70186251.28,4781403.037643133
0.32243699429692196,0.739385997736115,4684647.934,107633.2512,952432.6599,26926959.18,181582022.1,4792281.924585998
0.8101009496759747,0.2775652534648148,2952875.358,1407620.594,2493147.564,28886265.72,439995615.8,4360496.2295652535
0.254703893113005,0.28171858040908887,3476597.924,1122054.921,1642450.899,20003338.16,202748992.6,4598653.126718581
0.6816914782479805,0.9637854871247022,4564731.3,1709238.518,1320680.734,37304235.87,105661324.4,6273970.781785487
0.7604397652046618,0.010258629560020938,943460.8314,645319.1685,895598.1567,20031779.0,340562240.8,1588780.0101586296
0.5958022487965126,0.7163581030470723,1544353.6,2593030.088,919035.6404,30015700.06,498470410.4,4137384.404358103
0.4717032164712317,0.7065496527858837,3690050.028,847490.1253,2154726.387,29653355.64,154545705.3,4537540.859849652
0.4119503767761543,0.6229534885938224,4206850.079,756645.8548,1876075.97,27734839.19,175806952.4,4963496.556753488
0.3489592124719745,0.990546671288161,4356630.627,1494070.764,805213.5541,31750462.79,487331174.4,5850702.381546672
0.9297908318813136,0.3119962959456399,2367982.296,1546667.969,781744.6511,29005644.18,130449329.4,3914650.576996296
0.830852011687215,0.34010201838196835,902029.5603,723747.1635,680776.4369,25525450.37,280046330.4,1625777.0639020186
0.9652990365895476,0.07894602674882714,2470016.648,888396.1075,2359418.368,27298386.43,157843459.9,3358412.834446027
0.12432213464208375,0.44297695258407704,1538305.656,592145.1936,2279705.213,18473788.33,469558354.1,2130451.2925769524
